Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID1193,22-01-2015 11:39,Martha,Fridge,Y,Y,77,0 days 00:05:02,5
ID1194,22-01-2015 11:39,Becky,Air Conditioner,Y,Y,46,0 days 00:06:05,3
ID1195,22-01-2015 11:42,Greg,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1196,22-01-2015 11:42,Martha,Toaster,Y,Y,39,0 days 00:05:05,4
ID1197,22-01-2015 11:55,Greg,Toaster,Y,Y,13,0 days 00:07:00,3
ID1198,22-01-2015 11:55,Jim,Fridge,Y,Y,84,0 days 00:05:34,5
ID1199,22-01-2015 11:55,Dan,Fridge,Y,Y,60,0 days 00:04:46,3
ID1200,22-01-2015 11:55,Dan,Fridge,Y,Y,32,0 days 00:00:35,5
ID1201,22-01-2015 12:47,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1202,22-01-2015 12:47,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID1203,22-01-2015 14:19,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID1204,22-01-2015 14:19,Dan,Toaster,Y,Y,67,0 days 00:06:42,4
ID1205,22-01-2015 14:22,Stewart,Television,Y,N,94,0 days 00:03:58,4
ID1206,22-01-2015 14:22,Stewart,Television,Y,Y,92,0 days 00:06:10,1
ID1207,22-01-2015 14:44,Becky,Television,Y,Y,35,0 days 00:01:10,3
ID1208,22-01-2015 14:44,Diane,Fridge,Y,Y,57,0 days 00:01:21,5
ID1209,22-01-2015 14:48,Stewart,Television,N,N,0,0 days 00:00:00,0
ID1210,22-01-2015 14:48,Jim,Fridge,Y,Y,15,0 days 00:04:55,4
ID1211,22-01-2015 14:49,Becky,Fridge,Y,N,54,0 days 00:03:15,5
ID1212,22-01-2015 14:49,Greg,Toaster,Y,Y,99,0 days 00:01:00,1
ID1213,22-01-2015 15:30,Martha,Washing Machine,N,N,0,0 days 00:00:00,0
ID1214,22-01-2015 15:30,Jim,Television,N,N,0,0 days 00:00:00,0
ID1215,22-01-2015 15:56,Martha,Television,N,N,0,0 days 00:00:00,0
ID1216,22-01-2015 15:56,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID1217,22-01-2015 16:01,Martha,Toaster,N,N,0,0 days 00:00:00,0
ID1218,22-01-2015 16:01,Becky,Television,Y,Y,78,0 days 00:01:05,5
ID1219,22-01-2015 16:39,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID1220,22-01-2015 16:39,Jim,Toaster,Y,N,35,0 days 00:05:09,5
ID1221,22-01-2015 16:50,Becky,Washing Machine,N,N,0,0 days 00:00:00,0
ID1222,22-01-2015 16:50,Stewart,Washing Machine,Y,Y,33,0 days 00:06:09,5
ID1223,22-01-2015 16:56,Greg,Television,Y,Y,72,0 days 00:04:09,5
ID1224,22-01-2015 16:56,Joe,Air Conditioner,Y,N,82,0 days 00:05:02,1
ID1225,22-01-2015 17:25,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID1226,22-01-2015 17:25,Greg,Toaster,Y,Y,115,0 days 00:04:12,5
ID1227,22-01-2015 17:38,Diane,Television,Y,Y,64,0 days 00:01:42,3
ID1228,22-01-2015 17:38,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1229,22-01-2015 17:47,Jim,Toaster,Y,Y,71,0 days 00:04:01,2
ID1230,22-01-2015 17:47,Becky,Television,Y,N,50,0 days 00:05:08,3
ID1231,23-01-2015 09:31,Greg,Television,Y,Y,116,0 days 00:01:13,2
ID1232,23-01-2015 09:31,Martha,Fridge,Y,Y,52,0 days 00:01:27,5
ID1233,23-01-2015 09:40,Greg,Air Conditioner,Y,Y,112,0 days 00:03:37,5
ID1234,23-01-2015 09:40,Stewart,Fridge,Y,Y,116,0 days 00:02:42,3
ID1235,23-01-2015 09:51,Becky,Toaster,Y,N,112,0 days 00:06:18,2
ID1236,23-01-2015 09:51,Dan,Television,Y,Y,53,0 days 00:05:46,4
ID1237,23-01-2015 09:57,Diane,Fridge,Y,Y,12,0 days 00:05:31,3
ID1238,23-01-2015 09:57,Joe,Air Conditioner,Y,N,120,0 days 00:00:54,4
ID1239,23-01-2015 10:49,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID1240,23-01-2015 10:49,Dan,Air Conditioner,Y,Y,118,0 days 00:02:49,4
ID1241,23-01-2015 11:00,Jim,Washing Machine,Y,Y,121,0 days 00:02:49,2
ID1242,23-01-2015 11:00,Martha,Television,Y,Y,83,0 days 00:06:48,5
ID1243,23-01-2015 11:18,Joe,Television,Y,Y,84,0 days 00:01:21,5
ID1244,23-01-2015 11:18,Becky,Toaster,Y,N,63,0 days 00:05:00,4
ID1245,23-01-2015 11:29,Jim,Air Conditioner,Y,Y,33,0 days 00:03:29,3
ID1246,23-01-2015 11:29,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID1247,23-01-2015 11:32,Greg,Fridge,Y,N,10,0 days 00:01:01,5
ID1248,23-01-2015 11:32,Joe,Fridge,Y,Y,100,0 days 00:00:42,5
ID1249,23-01-2015 11:35,Diane,Washing Machine,Y,Y,110,0 days 00:05:03,5
ID1250,23-01-2015 11:35,Stewart,Toaster,Y,Y,28,0 days 00:05:16,2
ID1251,23-01-2015 11:36,Joe,Fridge,Y,Y,74,0 days 00:01:15,3
ID1252,23-01-2015 11:36,Jim,Fridge,Y,Y,18,0 days 00:01:21,3
ID1253,23-01-2015 11:44,Becky,Television,Y,Y,22,0 days 00:06:12,3
ID1254,23-01-2015 11:44,Diane,Television,N,N,0,0 days 00:00:00,0
ID1255,23-01-2015 11:55,Martha,Washing Machine,Y,Y,15,0 days 00:03:37,3
ID1256,23-01-2015 11:55,Martha,Fridge,Y,Y,120,0 days 00:04:12,2
ID1257,23-01-2015 12:14,Martha,Washing Machine,Y,Y,26,0 days 00:03:47,3
ID1258,23-01-2015 12:14,Diane,Toaster,Y,Y,33,0 days 00:01:44,5
ID1259,23-01-2015 12:43,Dan,Television,Y,Y,18,0 days 00:01:14,4
ID1260,23-01-2015 12:43,Greg,Toaster,Y,Y,29,0 days 00:05:55,5
ID1261,23-01-2015 12:54,Greg,Toaster,Y,Y,89,0 days 00:01:34,2
ID1262,23-01-2015 12:54,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1263,23-01-2015 13:33,Diane,Fridge,Y,Y,44,0 days 00:03:12,5
ID1264,23-01-2015 13:33,Diane,Washing Machine,Y,N,62,0 days 00:03:33,4
ID1265,23-01-2015 13:37,Dan,Fridge,Y,Y,29,0 days 00:01:50,5
ID1266,23-01-2015 13:37,Joe,Fridge,Y,Y,10,0 days 00:06:42,5
ID1267,23-01-2015 14:13,Dan,Toaster,Y,Y,75,0 days 00:02:00,4
ID1268,23-01-2015 14:13,Martha,Television,N,N,0,0 days 00:00:00,0
ID1269,23-01-2015 14:52,Dan,Air Conditioner,Y,Y,33,0 days 00:01:06,5
ID1270,23-01-2015 14:52,Becky,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1271,23-01-2015 16:01,Becky,Toaster,Y,N,56,0 days 00:01:58,4
ID1272,23-01-2015 16:01,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID1273,23-01-2015 16:13,Stewart,Washing Machine,Y,N,31,0 days 00:00:31,3
ID1274,23-01-2015 16:13,Greg,Television,Y,Y,56,0 days 00:01:20,2
ID1275,23-01-2015 16:37,Jim,Toaster,Y,Y,53,0 days 00:01:43,4
ID1276,23-01-2015 16:37,Diane,Air Conditioner,Y,Y,12,0 days 00:05:48,3
ID1277,23-01-2015 16:45,Stewart,Television,Y,Y,53,0 days 00:06:03,3
ID1278,23-01-2015 16:45,Diane,Television,Y,Y,116,0 days 00:04:58,3
ID1279,23-01-2015 17:24,Joe,Toaster,Y,Y,19,0 days 00:01:11,4
ID1280,23-01-2015 17:24,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID1281,23-01-2015 17:41,Joe,Television,Y,Y,74,0 days 00:05:54,2
ID1282,23-01-2015 17:41,Greg,Television,Y,Y,85,0 days 00:02:44,3
ID1283,23-01-2015 17:44,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID1284,23-01-2015 17:44,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID1285,24-01-2015 09:05,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID1286,24-01-2015 09:05,Diane,Television,Y,Y,48,0 days 00:06:36,2
ID1287,24-01-2015 09:05,Joe,Toaster,Y,Y,57,0 days 00:04:32,3
ID1288,24-01-2015 09:05,Jim,Fridge,Y,N,116,0 days 00:05:09,3
ID1289,24-01-2015 09:12,Greg,Fridge,Y,Y,21,0 days 00:00:50,1
ID1290,24-01-2015 09:12,Martha,Washing Machine,Y,Y,87,0 days 00:02:11,3
ID1291,24-01-2015 09:20,Joe,Air Conditioner,Y,Y,42,0 days 00:03:56,3
ID1292,24-01-2015 09:20,Greg,Air Conditioner,Y,Y,86,0 days 00:01:28,1
ID1293,24-01-2015 09:24,Joe,Toaster,Y,Y,95,0 days 00:03:05,5
ID1294,24-01-2015 09:24,Joe,Washing Machine,N,N,0,0 days 00:00:00,0
ID1295,24-01-2015 09:54,Jim,Air Conditioner,Y,Y,109,0 days 00:05:47,3
ID1296,24-01-2015 09:54,Greg,Toaster,N,N,0,0 days 00:00:00,0
ID1297,24-01-2015 10:03,Greg,Fridge,Y,Y,104,0 days 00:05:35,2
ID1298,24-01-2015 10:03,Martha,Toaster,Y,Y,123,0 days 00:01:55,1
ID1299,24-01-2015 10:04,Martha,Television,Y,Y,72,0 days 00:05:11,5
ID1300,24-01-2015 10:04,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1301,24-01-2015 10:04,Stewart,Washing Machine,Y,N,28,0 days 00:00:52,4
ID1302,24-01-2015 10:04,Dan,Television,Y,Y,124,0 days 00:03:13,4
ID1303,24-01-2015 10:29,Jim,Toaster,Y,Y,16,0 days 00:04:35,4
ID1304,24-01-2015 10:29,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID1305,24-01-2015 10:32,Joe,Fridge,Y,Y,125,0 days 00:00:31,3
ID1306,24-01-2015 10:32,Becky,Washing Machine,N,N,0,0 days 00:00:00,0
ID1307,24-01-2015 11:11,Dan,Washing Machine,Y,Y,61,0 days 00:03:05,3
ID1308,24-01-2015 11:11,Diane,Television,Y,Y,55,0 days 00:06:30,1
ID1309,24-01-2015 11:42,Becky,Air Conditioner,Y,Y,41,0 days 00:03:54,4
ID1310,24-01-2015 11:42,Greg,Washing Machine,Y,Y,81,0 days 00:06:19,3
ID1311,24-01-2015 12:21,Stewart,Washing Machine,Y,Y,112,0 days 00:03:43,3
ID1312,24-01-2015 12:21,Diane,Television,Y,Y,58,0 days 00:04:19,4
ID1313,24-01-2015 12:25,Jim,Television,Y,N,61,0 days 00:00:42,5
ID1314,24-01-2015 12:25,Becky,Toaster,Y,Y,51,0 days 00:06:44,3
ID1315,24-01-2015 13:00,Jim,Television,Y,Y,102,0 days 00:03:59,4
ID1316,24-01-2015 13:00,Joe,Toaster,Y,Y,19,0 days 00:05:43,4
ID1317,24-01-2015 13:13,Dan,Television,Y,Y,33,0 days 00:03:06,2
ID1318,24-01-2015 13:13,Joe,Air Conditioner,Y,Y,113,0 days 00:06:04,3
ID1319,24-01-2015 14:15,Diane,Air Conditioner,Y,Y,28,0 days 00:03:50,5
ID1320,24-01-2015 14:15,Dan,Air Conditioner,Y,Y,46,0 days 00:04:43,1
ID1321,24-01-2015 14:45,Joe,Air Conditioner,Y,Y,76,0 days 00:01:09,3
ID1322,24-01-2015 14:45,Diane,Air Conditioner,Y,Y,124,0 days 00:03:09,2
ID1323,24-01-2015 14:47,Martha,Air Conditioner,Y,Y,96,0 days 00:04:30,2
ID1324,24-01-2015 14:47,Greg,Television,Y,N,110,0 days 00:05:03,5
ID1325,24-01-2015 15:48,Dan,Toaster,Y,Y,116,0 days 00:03:39,5
ID1326,24-01-2015 15:48,Dan,Toaster,Y,Y,14,0 days 00:06:11,5
ID1327,24-01-2015 15:59,Stewart,Fridge,Y,Y,53,0 days 00:06:01,4
ID1328,24-01-2015 15:59,Joe,Television,Y,Y,37,0 days 00:04:49,2
ID1329,24-01-2015 16:01,Greg,Fridge,Y,Y,68,0 days 00:00:43,1
ID1330,24-01-2015 16:01,Greg,Television,Y,Y,43,0 days 00:03:10,3
ID1331,24-01-2015 16:45,Greg,Air Conditioner,Y,Y,19,0 days 00:02:21,3
ID1332,24-01-2015 16:45,Stewart,Air Conditioner,Y,Y,47,0 days 00:04:26,3
ID1333,24-01-2015 17:16,Becky,Washing Machine,N,N,0,0 days 00:00:00,0
ID1334,24-01-2015 17:16,Greg,Toaster,Y,Y,84,0 days 00:06:21,4
ID1335,24-01-2015 17:25,Jim,Toaster,Y,Y,17,0 days 00:02:35,1
ID1336,24-01-2015 17:25,Becky,Toaster,Y,Y,116,0 days 00:01:17,4
ID1337,24-01-2015 17:54,Diane,Fridge,Y,Y,22,0 days 00:01:46,4
ID1338,24-01-2015 17:54,Jim,Air Conditioner,Y,Y,10,0 days 00:06:13,4
ID1339,25-01-2015 09:15,Dan,Television,Y,Y,76,0 days 00:01:32,4
ID1340,25-01-2015 09:15,Joe,Toaster,Y,Y,104,0 days 00:06:36,4
ID1341,25-01-2015 09:25,Jim,Television,Y,Y,44,0 days 00:06:50,3
ID1342,25-01-2015 09:25,Jim,Fridge,Y,Y,24,0 days 00:03:40,5
ID1343,25-01-2015 09:33,Dan,Air Conditioner,Y,Y,40,0 days 00:06:57,3
ID1344,25-01-2015 09:33,Becky,Toaster,Y,Y,57,0 days 00:05:45,4
ID1345,25-01-2015 09:37,Stewart,Air Conditioner,Y,Y,19,0 days 00:06:23,3
ID1346,25-01-2015 09:37,Martha,Television,Y,Y,55,0 days 00:06:35,3
ID1347,25-01-2015 10:10,Martha,Washing Machine,Y,Y,102,0 days 00:05:13,5
ID1348,25-01-2015 10:10,Joe,Toaster,Y,N,123,0 days 00:00:38,3
ID1349,25-01-2015 10:27,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID1350,25-01-2015 10:27,Joe,Washing Machine,N,N,0,0 days 00:00:00,0
ID1351,25-01-2015 10:42,Joe,Television,Y,Y,115,0 days 00:05:58,4
ID1352,25-01-2015 10:42,Dan,Air Conditioner,Y,Y,53,0 days 00:06:05,5
ID1353,25-01-2015 11:03,Diane,Air Conditioner,Y,Y,61,0 days 00:02:05,5
ID1354,25-01-2015 11:03,Diane,Air Conditioner,Y,Y,99,0 days 00:05:33,5
ID1355,25-01-2015 11:42,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID1356,25-01-2015 11:42,Greg,Toaster,Y,N,57,0 days 00:02:26,3
ID1357,25-01-2015 11:48,Diane,Washing Machine,Y,Y,24,0 days 00:04:43,3
ID1358,25-01-2015 11:48,Stewart,Washing Machine,Y,Y,75,0 days 00:01:43,4
ID1359,25-01-2015 11:54,Joe,Washing Machine,Y,Y,72,0 days 00:05:31,4
ID1360,25-01-2015 11:54,Stewart,Toaster,Y,Y,73,0 days 00:03:14,4
ID1361,25-01-2015 11:54,Martha,Toaster,Y,N,105,0 days 00:03:05,4
ID1362,25-01-2015 11:54,Greg,Air Conditioner,Y,Y,75,0 days 00:03:45,3
ID1363,25-01-2015 12:00,Becky,Toaster,Y,Y,29,0 days 00:04:49,4
ID1364,25-01-2015 12:00,Stewart,Air Conditioner,Y,Y,41,0 days 00:01:43,1
ID1365,25-01-2015 12:10,Martha,Fridge,Y,Y,93,0 days 00:03:11,4
ID1366,25-01-2015 12:10,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID1367,25-01-2015 12:12,Dan,Fridge,Y,Y,73,0 days 00:05:35,3
ID1368,25-01-2015 12:12,Stewart,Television,N,N,0,0 days 00:00:00,0
ID1369,25-01-2015 12:18,Greg,Toaster,Y,Y,112,0 days 00:01:21,4
ID1370,25-01-2015 12:18,Diane,Toaster,Y,Y,37,0 days 00:05:39,4
ID1371,25-01-2015 12:21,Greg,Washing Machine,Y,Y,59,0 days 00:05:50,5
ID1372,25-01-2015 12:21,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1373,25-01-2015 12:21,Becky,Air Conditioner,Y,Y,56,0 days 00:01:23,3
ID1374,25-01-2015 12:21,Greg,Washing Machine,Y,Y,56,0 days 00:05:12,3
ID1375,25-01-2015 12:43,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID1376,25-01-2015 12:43,Stewart,Fridge,Y,Y,43,0 days 00:06:30,5
ID1377,25-01-2015 12:53,Dan,Toaster,Y,Y,80,0 days 00:06:09,2
ID1378,25-01-2015 12:53,Jim,Fridge,Y,Y,66,0 days 00:06:03,3
ID1379,25-01-2015 14:11,Becky,Washing Machine,Y,Y,54,0 days 00:04:11,3
ID1380,25-01-2015 14:11,Joe,Television,Y,Y,94,0 days 00:05:03,2
ID1381,25-01-2015 14:11,Becky,Television,N,N,0,0 days 00:00:00,0
ID1382,25-01-2015 14:11,Martha,Television,Y,Y,24,0 days 00:04:04,4
ID1383,25-01-2015 14:12,Diane,Television,N,N,0,0 days 00:00:00,0
ID1384,25-01-2015 14:12,Martha,Washing Machine,Y,Y,108,0 days 00:06:36,3
ID1385,25-01-2015 14:26,Joe,Toaster,Y,Y,106,0 days 00:00:54,3
ID1386,25-01-2015 14:26,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1387,25-01-2015 14:34,Becky,Toaster,Y,Y,111,0 days 00:06:03,3
ID1388,25-01-2015 14:34,Joe,Fridge,Y,Y,56,0 days 00:03:18,3
ID1389,25-01-2015 15:04,Dan,Washing Machine,Y,Y,78,0 days 00:05:10,4
ID1390,25-01-2015 15:04,Stewart,Television,Y,Y,15,0 days 00:02:10,3
ID1391,25-01-2015 15:05,Becky,Toaster,N,N,0,0 days 00:00:00,0
ID1392,25-01-2015 15:05,Martha,Television,Y,Y,50,0 days 00:00:32,3
ID1393,25-01-2015 15:20,Dan,Television,Y,Y,53,0 days 00:03:48,3
ID1394,25-01-2015 15:20,Joe,Air Conditioner,Y,Y,106,0 days 00:06:35,1
ID1395,25-01-2015 15:51,Diane,Fridge,Y,Y,44,0 days 00:05:57,5
ID1396,25-01-2015 15:51,Becky,Washing Machine,N,N,0,0 days 00:00:00,0
ID1397,25-01-2015 15:53,Greg,Fridge,Y,Y,31,0 days 00:04:53,3
ID1398,25-01-2015 15:53,Joe,Fridge,Y,Y,41,0 days 00:05:02,5
ID1399,25-01-2015 16:13,Becky,Television,Y,Y,109,0 days 00:05:46,3
ID1400,25-01-2015 16:13,Martha,Fridge,Y,Y,13,0 days 00:01:09,3
ID1401,25-01-2015 17:32,Diane,Toaster,Y,Y,19,0 days 00:06:38,5
ID1402,25-01-2015 17:32,Stewart,Washing Machine,Y,Y,76,0 days 00:05:44,5
ID1403,26-01-2015 09:05,Becky,Washing Machine,Y,Y,86,0 days 00:01:02,4
ID1404,26-01-2015 09:05,Martha,Washing Machine,Y,Y,63,0 days 00:02:25,4
ID1405,26-01-2015 09:30,Dan,Toaster,Y,Y,113,0 days 00:00:51,5
ID1406,26-01-2015 09:30,Greg,Fridge,Y,Y,84,0 days 00:01:17,3
ID1407,26-01-2015 09:41,Jim,Fridge,Y,N,41,0 days 00:03:26,4
ID1408,26-01-2015 09:41,Becky,Toaster,Y,Y,13,0 days 00:03:53,3
ID1409,26-01-2015 09:51,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1410,26-01-2015 09:51,Jim,Toaster,Y,Y,79,0 days 00:02:50,3
ID1411,26-01-2015 10:27,Diane,Washing Machine,Y,Y,103,0 days 00:02:31,3
ID1412,26-01-2015 10:27,Diane,Washing Machine,Y,Y,68,0 days 00:02:18,3
ID1413,26-01-2015 10:40,Diane,Washing Machine,Y,Y,57,0 days 00:05:29,2
ID1414,26-01-2015 10:40,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID1415,26-01-2015 10:50,Diane,Toaster,Y,Y,72,0 days 00:01:31,3
ID1416,26-01-2015 10:50,Stewart,Television,Y,Y,53,0 days 00:05:52,5
ID1417,26-01-2015 10:52,Becky,Washing Machine,Y,Y,16,0 days 00:03:35,1
ID1418,26-01-2015 10:52,Becky,Air Conditioner,Y,Y,77,0 days 00:01:42,3
ID1419,26-01-2015 10:59,Dan,Toaster,Y,Y,68,0 days 00:06:48,5
ID1420,26-01-2015 10:59,Dan,Television,Y,Y,50,0 days 00:02:46,4
ID1421,26-01-2015 11:19,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID1422,26-01-2015 11:19,Dan,Toaster,Y,Y,68,0 days 00:05:16,3
ID1423,26-01-2015 11:47,Diane,Television,Y,Y,39,0 days 00:03:52,5
ID1424,26-01-2015 11:47,Diane,Washing Machine,Y,Y,78,0 days 00:06:35,4
ID1425,26-01-2015 12:48,Diane,Television,Y,Y,106,0 days 00:01:52,3
ID1426,26-01-2015 12:48,Becky,Television,N,N,0,0 days 00:00:00,0
ID1427,26-01-2015 12:50,Dan,Fridge,Y,Y,66,0 days 00:00:44,3
ID1428,26-01-2015 12:50,Greg,Air Conditioner,Y,Y,120,0 days 00:04:21,5
ID1429,26-01-2015 12:56,Stewart,Television,Y,Y,115,0 days 00:02:27,3
ID1430,26-01-2015 12:56,Stewart,Toaster,Y,Y,28,0 days 00:04:37,4
ID1431,26-01-2015 13:04,Dan,Television,Y,Y,57,0 days 00:01:30,3
ID1432,26-01-2015 13:04,Diane,Television,Y,Y,110,0 days 00:05:17,2
ID1433,26-01-2015 13:04,Dan,Air Conditioner,Y,Y,103,0 days 00:02:51,4
ID1434,26-01-2015 13:04,Jim,Air Conditioner,Y,Y,94,0 days 00:06:12,5
ID1435,26-01-2015 14:08,Jim,Television,Y,Y,61,0 days 00:04:47,5
ID1436,26-01-2015 14:08,Stewart,Television,N,N,0,0 days 00:00:00,0
ID1437,26-01-2015 14:18,Jim,Television,Y,Y,77,0 days 00:04:26,2
ID1438,26-01-2015 14:18,Greg,Washing Machine,Y,Y,56,0 days 00:03:44,4
ID1439,26-01-2015 14:26,Diane,Fridge,Y,Y,65,0 days 00:06:42,5
ID1440,26-01-2015 14:26,Becky,Air Conditioner,Y,Y,99,0 days 00:05:42,3
ID1441,26-01-2015 14:51,Diane,Fridge,Y,Y,40,0 days 00:04:48,3
ID1442,26-01-2015 14:51,Stewart,Toaster,Y,Y,110,0 days 00:05:20,3
ID1443,26-01-2015 15:15,Diane,Fridge,Y,Y,109,0 days 00:00:52,1
ID1444,26-01-2015 15:15,Martha,Washing Machine,Y,Y,116,0 days 00:05:08,3
ID1445,26-01-2015 15:21,Martha,Television,Y,Y,82,0 days 00:02:18,2
ID1446,26-01-2015 15:21,Greg,Washing Machine,Y,Y,65,0 days 00:02:29,4
ID1447,26-01-2015 15:25,Dan,Washing Machine,Y,Y,24,0 days 00:03:29,4
ID1448,26-01-2015 15:25,Diane,Toaster,Y,Y,125,0 days 00:01:22,5
ID1449,26-01-2015 15:28,Greg,Fridge,Y,Y,87,0 days 00:01:04,5
ID1450,26-01-2015 15:28,Jim,Television,Y,Y,119,0 days 00:00:43,4
ID1451,26-01-2015 15:30,Diane,Washing Machine,Y,Y,94,0 days 00:00:46,4
ID1452,26-01-2015 15:30,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID1453,26-01-2015 15:37,Dan,Toaster,Y,Y,19,0 days 00:05:37,1
ID1454,26-01-2015 15:37,Dan,Washing Machine,Y,Y,68,0 days 00:02:44,3
ID1455,26-01-2015 16:00,Joe,Toaster,Y,Y,36,0 days 00:06:22,3
ID1456,26-01-2015 16:00,Martha,Toaster,Y,Y,50,0 days 00:01:06,4
ID1457,26-01-2015 16:06,Becky,Toaster,N,N,0,0 days 00:00:00,0
ID1458,26-01-2015 16:06,Greg,Washing Machine,Y,Y,60,0 days 00:02:14,3
ID1459,26-01-2015 17:18,Becky,Washing Machine,Y,Y,38,0 days 00:06:58,1
ID1460,26-01-2015 17:18,Becky,Washing Machine,Y,Y,115,0 days 00:06:15,3
ID1461,26-01-2015 17:52,Dan,Television,Y,Y,82,0 days 00:06:37,1
ID1462,26-01-2015 17:52,Jim,Air Conditioner,Y,Y,34,0 days 00:04:18,2
ID1463,27-01-2015 09:10,Diane,Television,Y,Y,95,0 days 00:02:55,3
ID1464,27-01-2015 09:10,Diane,Washing Machine,Y,Y,13,0 days 00:03:14,5
ID1465,27-01-2015 09:38,Becky,Air Conditioner,Y,Y,22,0 days 00:04:12,3
ID1466,27-01-2015 09:38,Greg,Television,N,N,0,0 days 00:00:00,0
ID1467,27-01-2015 09:41,Martha,Fridge,Y,Y,86,0 days 00:02:52,1
ID1468,27-01-2015 09:41,Joe,Washing Machine,Y,Y,20,0 days 00:04:23,4
ID1469,27-01-2015 09:54,Greg,Toaster,N,N,0,0 days 00:00:00,0
ID1470,27-01-2015 09:54,Martha,Washing Machine,Y,Y,36,0 days 00:04:21,4
ID1471,27-01-2015 09:57,Martha,Television,Y,Y,118,0 days 00:03:27,4
ID1472,27-01-2015 09:57,Stewart,Washing Machine,Y,Y,40,0 days 00:04:06,4
ID1473,27-01-2015 10:43,Jim,Washing Machine,Y,Y,97,0 days 00:06:37,4
ID1474,27-01-2015 10:43,Martha,Washing Machine,Y,Y,75,0 days 00:02:50,4
ID1475,27-01-2015 11:09,Dan,Air Conditioner,Y,Y,61,0 days 00:02:39,3
ID1476,27-01-2015 11:09,Dan,Television,Y,Y,125,0 days 00:06:05,5
ID1477,27-01-2015 12:40,Jim,Washing Machine,N,N,0,0 days 00:00:00,0
ID1478,27-01-2015 12:40,Dan,Air Conditioner,Y,Y,33,0 days 00:05:52,5
ID1479,27-01-2015 13:00,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1480,27-01-2015 13:00,Martha,Television,Y,Y,50,0 days 00:03:51,5
ID1481,27-01-2015 13:03,Jim,Fridge,Y,Y,114,0 days 00:04:21,3
ID1482,27-01-2015 13:03,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID1483,27-01-2015 13:07,Dan,Television,Y,Y,58,0 days 00:02:01,4
ID1484,27-01-2015 13:07,Diane,Television,Y,Y,86,0 days 00:03:27,2
ID1485,27-01-2015 13:09,Dan,Television,Y,Y,45,0 days 00:03:53,5
ID1486,27-01-2015 13:09,Dan,Television,Y,Y,84,0 days 00:02:33,2
ID1487,27-01-2015 13:22,Diane,Washing Machine,Y,Y,15,0 days 00:06:54,2
ID1488,27-01-2015 13:22,Stewart,Fridge,Y,Y,47,0 days 00:04:07,2
ID1489,27-01-2015 13:27,Dan,Toaster,Y,Y,27,0 days 00:02:37,3
ID1490,27-01-2015 13:27,Martha,Fridge,Y,Y,49,0 days 00:01:24,4
ID1491,27-01-2015 13:52,Joe,Washing Machine,Y,Y,50,0 days 00:01:45,4
ID1492,27-01-2015 13:52,Greg,Television,Y,Y,87,0 days 00:05:01,2
ID1493,27-01-2015 14:45,Jim,Fridge,Y,Y,87,0 days 00:06:34,3
ID1494,27-01-2015 14:45,Jim,Toaster,Y,Y,15,0 days 00:05:58,3
ID1495,27-01-2015 14:54,Dan,Air Conditioner,Y,Y,123,0 days 00:06:49,5
ID1496,27-01-2015 14:54,Becky,Toaster,Y,Y,32,0 days 00:04:42,3
ID1497,27-01-2015 15:21,Stewart,Toaster,Y,Y,10,0 days 00:01:25,5
ID1498,27-01-2015 15:21,Dan,Fridge,Y,Y,19,0 days 00:04:43,2
ID1499,27-01-2015 15:23,Becky,Fridge,Y,Y,10,0 days 00:06:04,5
ID1500,27-01-2015 15:23,Diane,Television,N,N,0,0 days 00:00:00,0
ID1501,27-01-2015 15:40,Stewart,Television,Y,Y,112,0 days 00:02:43,4
